category,message,table_role,source_row_excel
insufficient_bhar_data,source_row=36 T=60: missing_stock_return; valid_pairs=0; max_t=69; min_fraction=0.75; min_tail=0,announcement_daily,36.0
insufficient_bhar_data,source_row=36 T=120: short_post_window; valid_pairs=0; max_t=69; min_fraction=0.75; min_tail=0,announcement_daily,36.0
insufficient_bhar_data,source_row=36 T=250: short_post_window; valid_pairs=0; max_t=69; min_fraction=0.75; min_tail=0,announcement_daily,36.0
insufficient_bhar_data,source_row=39 T=60: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,39.0
insufficient_bhar_data,source_row=39 T=120: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,39.0
insufficient_bhar_data,source_row=39 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,39.0
insufficient_bhar_data,source_row=42 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,42.0
insufficient_bhar_data,source_row=42 T=120: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,42.0
insufficient_bhar_data,source_row=42 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,42.0
insufficient_bhar_data,source_row=43 T=60: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,43.0
insufficient_bhar_data,source_row=43 T=120: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,43.0
insufficient_bhar_data,source_row=43 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,43.0
insufficient_bhar_data,source_row=45 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,45.0
insufficient_bhar_data,source_row=45 T=120: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,45.0
insufficient_bhar_data,source_row=45 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,45.0
insufficient_bhar_data,source_row=48 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,48.0
insufficient_bhar_data,source_row=48 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,48.0
insufficient_bhar_data,source_row=48 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,48.0
insufficient_bhar_data,source_row=49 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,49.0
insufficient_bhar_data,source_row=49 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,49.0
insufficient_bhar_data,source_row=49 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,49.0
insufficient_bhar_data,source_row=50 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,50.0
insufficient_bhar_data,source_row=50 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,50.0
insufficient_bhar_data,source_row=50 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,50.0
insufficient_bhar_data,source_row=51 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,51.0
insufficient_bhar_data,source_row=51 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,51.0
insufficient_bhar_data,source_row=51 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,51.0
insufficient_bhar_data,source_row=53 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,53.0
insufficient_bhar_data,source_row=53 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,53.0
insufficient_bhar_data,source_row=53 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,53.0
insufficient_bhar_data,source_row=54 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,54.0
insufficient_bhar_data,source_row=54 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,54.0
insufficient_bhar_data,source_row=54 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,54.0
insufficient_bhar_data,source_row=57 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,57.0
insufficient_bhar_data,source_row=57 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,57.0
insufficient_bhar_data,source_row=57 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,57.0
insufficient_bhar_data,source_row=58 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,58.0
insufficient_bhar_data,source_row=58 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,58.0
insufficient_bhar_data,source_row=58 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,58.0
insufficient_bhar_data,source_row=59 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,59.0
insufficient_bhar_data,source_row=59 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,59.0
insufficient_bhar_data,source_row=59 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,59.0
insufficient_bhar_data,source_row=60 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,60.0
insufficient_bhar_data,source_row=60 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,60.0
insufficient_bhar_data,source_row=60 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,60.0
insufficient_bhar_data,source_row=61 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,61.0
insufficient_bhar_data,source_row=61 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,61.0
insufficient_bhar_data,source_row=61 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,61.0
insufficient_bhar_data,source_row=64 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,64.0
insufficient_bhar_data,source_row=64 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,64.0
insufficient_bhar_data,source_row=64 T=250: missing_stock_return; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,64.0
insufficient_bhar_data,source_row=65 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,65.0
insufficient_bhar_data,source_row=65 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,65.0
insufficient_bhar_data,source_row=65 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,65.0
insufficient_bhar_data,source_row=67 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,67.0
insufficient_bhar_data,source_row=67 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,67.0
insufficient_bhar_data,source_row=67 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,67.0
insufficient_bhar_data,source_row=68 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,68.0
insufficient_bhar_data,source_row=68 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,68.0
insufficient_bhar_data,source_row=68 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,68.0
insufficient_bhar_data,source_row=71 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,71.0
insufficient_bhar_data,source_row=71 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,71.0
insufficient_bhar_data,source_row=71 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,71.0
insufficient_bhar_data,source_row=72 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,72.0
insufficient_bhar_data,source_row=72 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,72.0
insufficient_bhar_data,source_row=72 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,72.0
insufficient_bhar_data,source_row=74 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,74.0
insufficient_bhar_data,source_row=74 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,74.0
insufficient_bhar_data,source_row=74 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,74.0
insufficient_bhar_data,source_row=75 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,75.0
insufficient_bhar_data,source_row=75 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,75.0
insufficient_bhar_data,source_row=75 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,75.0
insufficient_bhar_data,source_row=77 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,77.0
insufficient_bhar_data,source_row=77 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,77.0
insufficient_bhar_data,source_row=77 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,77.0
insufficient_bhar_data,source_row=78 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,78.0
insufficient_bhar_data,source_row=78 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,78.0
insufficient_bhar_data,source_row=78 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,78.0
insufficient_bhar_data,source_row=79 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,79.0
insufficient_bhar_data,source_row=79 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,79.0
insufficient_bhar_data,source_row=79 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,79.0
insufficient_bhar_data,source_row=80 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,80.0
insufficient_bhar_data,source_row=80 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,80.0
insufficient_bhar_data,source_row=80 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,80.0
insufficient_bhar_data,source_row=81 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,81.0
insufficient_bhar_data,source_row=81 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,81.0
insufficient_bhar_data,source_row=81 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,81.0
insufficient_bhar_data,source_row=82 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,82.0
insufficient_bhar_data,source_row=82 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,82.0
insufficient_bhar_data,source_row=82 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,82.0
insufficient_bhar_data,source_row=83 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,83.0
insufficient_bhar_data,source_row=83 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,83.0
insufficient_bhar_data,source_row=83 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,83.0
insufficient_bhar_data,source_row=84 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,84.0
insufficient_bhar_data,source_row=84 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,84.0
insufficient_bhar_data,source_row=84 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,84.0
insufficient_bhar_data,source_row=91 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,91.0
insufficient_bhar_data,source_row=91 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,91.0
insufficient_bhar_data,source_row=91 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,91.0
insufficient_bhar_data,source_row=92 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,92.0
insufficient_bhar_data,source_row=92 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,92.0
insufficient_bhar_data,source_row=92 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,92.0
insufficient_bhar_data,source_row=93 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,93.0
insufficient_bhar_data,source_row=93 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,93.0
insufficient_bhar_data,source_row=93 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,93.0
insufficient_bhar_data,source_row=95 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,95.0
insufficient_bhar_data,source_row=95 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,95.0
insufficient_bhar_data,source_row=95 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,95.0
insufficient_bhar_data,source_row=96 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,96.0
insufficient_bhar_data,source_row=96 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,96.0
insufficient_bhar_data,source_row=96 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,96.0
insufficient_bhar_data,source_row=97 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,97.0
insufficient_bhar_data,source_row=97 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,97.0
insufficient_bhar_data,source_row=97 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,97.0
insufficient_bhar_data,source_row=99 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,99.0
insufficient_bhar_data,source_row=99 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,99.0
insufficient_bhar_data,source_row=99 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,99.0
insufficient_bhar_data,source_row=100 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,100.0
insufficient_bhar_data,source_row=100 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,100.0
insufficient_bhar_data,source_row=100 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,100.0
insufficient_bhar_data,source_row=109 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,109.0
insufficient_bhar_data,source_row=109 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,109.0
insufficient_bhar_data,source_row=109 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,109.0
insufficient_bhar_data,source_row=111 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,111.0
insufficient_bhar_data,source_row=111 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,111.0
insufficient_bhar_data,source_row=111 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,111.0
insufficient_bhar_data,source_row=112 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,112.0
insufficient_bhar_data,source_row=112 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,112.0
insufficient_bhar_data,source_row=112 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,112.0
insufficient_bhar_data,source_row=115 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,115.0
insufficient_bhar_data,source_row=115 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,115.0
insufficient_bhar_data,source_row=115 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,115.0
insufficient_bhar_data,source_row=116 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,116.0
insufficient_bhar_data,source_row=116 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,116.0
insufficient_bhar_data,source_row=116 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,116.0
insufficient_bhar_data,source_row=117 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,117.0
insufficient_bhar_data,source_row=117 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,117.0
insufficient_bhar_data,source_row=117 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,117.0
insufficient_bhar_data,source_row=118 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,118.0
insufficient_bhar_data,source_row=118 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,118.0
insufficient_bhar_data,source_row=118 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,118.0
insufficient_bhar_data,source_row=119 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,119.0
insufficient_bhar_data,source_row=119 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,119.0
insufficient_bhar_data,source_row=119 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,119.0
insufficient_bhar_data,source_row=120 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,120.0
insufficient_bhar_data,source_row=120 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,120.0
insufficient_bhar_data,source_row=120 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,120.0
insufficient_bhar_data,source_row=121 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,121.0
insufficient_bhar_data,source_row=121 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,121.0
insufficient_bhar_data,source_row=121 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,121.0
insufficient_bhar_data,source_row=123 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,123.0
insufficient_bhar_data,source_row=123 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,123.0
insufficient_bhar_data,source_row=123 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,123.0
insufficient_bhar_data,source_row=130 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,130.0
insufficient_bhar_data,source_row=130 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,130.0
insufficient_bhar_data,source_row=130 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,130.0
insufficient_bhar_data,source_row=138 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,138.0
insufficient_bhar_data,source_row=138 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,138.0
insufficient_bhar_data,source_row=138 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,138.0
insufficient_bhar_data,source_row=142 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,142.0
insufficient_bhar_data,source_row=142 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,142.0
insufficient_bhar_data,source_row=142 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,142.0
insufficient_bhar_data,source_row=143 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,143.0
insufficient_bhar_data,source_row=143 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,143.0
insufficient_bhar_data,source_row=143 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,143.0
insufficient_bhar_data,source_row=145 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,145.0
insufficient_bhar_data,source_row=145 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,145.0
insufficient_bhar_data,source_row=145 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,145.0
insufficient_bhar_data,source_row=146 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,146.0
insufficient_bhar_data,source_row=146 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,146.0
insufficient_bhar_data,source_row=146 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,146.0
insufficient_bhar_data,source_row=147 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,147.0
insufficient_bhar_data,source_row=147 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,147.0
insufficient_bhar_data,source_row=147 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,147.0
insufficient_bhar_data,source_row=149 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,149.0
insufficient_bhar_data,source_row=149 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,149.0
insufficient_bhar_data,source_row=149 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,149.0
insufficient_bhar_data,source_row=150 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,150.0
insufficient_bhar_data,source_row=150 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,150.0
insufficient_bhar_data,source_row=150 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,150.0
insufficient_bhar_data,source_row=151 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,151.0
insufficient_bhar_data,source_row=151 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,151.0
insufficient_bhar_data,source_row=151 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,151.0
insufficient_bhar_data,source_row=153 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,153.0
insufficient_bhar_data,source_row=153 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,153.0
insufficient_bhar_data,source_row=153 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,153.0
insufficient_bhar_data,source_row=154 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,154.0
insufficient_bhar_data,source_row=154 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,154.0
insufficient_bhar_data,source_row=154 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,154.0
insufficient_bhar_data,source_row=155 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,155.0
insufficient_bhar_data,source_row=155 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,155.0
insufficient_bhar_data,source_row=155 T=250: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,155.0
insufficient_bhar_data,source_row=156 T=60: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,156.0
insufficient_bhar_data,source_row=156 T=120: missing_benchmark; valid_pairs=0; max_t=250; min_fraction=0.75; min_tail=0,announcement_daily,156.0
